flight_id,airline,source,destination,route,departure_time,arrival_time,departure_date,departure_hour,departure_time_band,duration_minutes,is_overnight,route_median_duration_minutes,duration_vs_route_median_minutes,is_duration_outlier,is_implausible_duration,airline_was_repaired,arrival_date_was_repaired,has_conflicting_source_record,is_anomaly,anomaly_reason
6F026,IndiGo,BOM,CCU,BOM - CCU,2026-04-20 22:46:42.000,2026-04-21 03:13:42.000,2026-04-20,22,Late night (21-23),267,True,169.5,98,False,False,False,False,False,False,None
UK167,Vistara,DEL,MAA,DEL - MAA,2026-04-20 22:45:41.703,2026-04-21 01:46:41.703,2026-04-20,22,Late night (21-23),181,True,184.0,-3,False,False,False,False,False,False,None
UK027,Vistara,BOM,CCU,BOM - CCU,2026-04-20 22:44:41.701,2026-04-21 01:05:41.701,2026-04-20,22,Late night (21-23),141,True,169.5,-28,False,False,False,False,False,False,None
AI069,Air India,DEL,BOM,DEL - BOM,2026-04-20 22:43:41.702,2026-04-21 02:29:41.702,2026-04-20,22,Late night (21-23),226,True,176.0,50,False,False,True,False,False,False,None
AI058,Air India,BOM,CCU,BOM - CCU,2026-04-20 22:40:41.701,2026-04-21 00:18:41.701,2026-04-20,22,Late night (21-23),98,True,169.5,-72,False,False,False,False,False,False,None
AI140,Air India,BOM,DEL,BOM - DEL,2026-04-20 22:25:41.702,2026-04-21 02:08:41.702,2026-04-20,22,Late night (21-23),223,True,157.0,66,False,False,False,False,False,False,None
SJ239,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 22:24:41.704,2026-04-21 00:10:41.704,2026-04-20,22,Late night (21-23),106,True,169.5,-64,False,False,False,False,False,False,None
6F099,IndiGo,MAA,DEL,MAA - DEL,2026-04-20 22:24:41.702,2026-04-20 22:59:41.702,2026-04-20,22,Late night (21-23),35,False,175.5,-140,False,False,False,False,False,False,None
AI048,Air India,CCU,DEL,CCU - DEL,2026-04-20 22:23:41.701,2026-04-21 02:15:41.701,2026-04-20,22,Late night (21-23),232,True,139.5,92,False,False,False,False,False,False,None
SJ112,SpiceJet,HYD,DEL,HYD - DEL,2026-04-20 22:20:41.702,2026-04-21 00:40:41.702,2026-04-20,22,Late night (21-23),140,True,196.5,-56,False,False,False,False,False,False,None
6F164,IndiGo,BLR,BOM,BLR - BOM,2026-04-20 22:18:41.703,2026-04-21 00:45:41.703,2026-04-20,22,Late night (21-23),147,True,140.5,6,False,False,False,False,False,False,None
UK021,Vistara,HYD,MAA,HYD - MAA,2026-04-20 22:00:41.701,2026-04-20 23:50:41.701,2026-04-20,22,Late night (21-23),110,False,141.0,-31,False,False,False,False,False,False,None
SJ172,SpiceJet,CCU,DEL,CCU - DEL,2026-04-20 21:58:41.703,2026-04-21 01:14:41.703,2026-04-20,21,Late night (21-23),196,True,139.5,56,False,False,False,False,False,False,None
AI060,Air India,DEL,HYD,DEL - HYD,2026-04-20 21:58:41.701,2026-04-20 23:51:41.701,2026-04-20,21,Late night (21-23),113,False,177.0,-64,False,False,False,False,False,False,None
SJ205,SpiceJet,HYD,CCU,HYD - CCU,2026-04-20 21:56:41.703,2026-04-20 23:00:41.703,2026-04-20,21,Late night (21-23),64,False,177.0,-113,False,False,False,False,False,False,None
SJ093,SpiceJet,BLR,BOM,BLR - BOM,2026-04-20 21:55:41.702,2026-04-20 23:01:41.702,2026-04-20,21,Late night (21-23),66,False,140.5,-74,False,False,False,False,False,False,None
6F195,IndiGo,CCU,DEL,CCU - DEL,2026-04-20 21:44:41.703,2026-04-20 22:39:41.703,2026-04-20,21,Late night (21-23),55,False,139.5,-84,False,False,False,False,False,False,None
UK003,Vistara,HYD,DEL,HYD - DEL,2026-04-20 21:41:41.700,2026-04-21 02:19:41.700,2026-04-20,21,Late night (21-23),278,True,196.5,82,False,False,True,False,False,False,None
UK026,Vistara,HYD,MAA,HYD - MAA,2026-04-20 21:38:41.701,2026-04-20 23:44:41.701,2026-04-20,21,Late night (21-23),126,False,141.0,-15,False,False,False,False,False,False,None
6F174,IndiGo,DEL,HYD,DEL - HYD,2026-04-20 21:36:41.703,2026-04-20 22:16:41.703,2026-04-20,21,Late night (21-23),40,False,177.0,-137,False,False,False,False,False,False,None
UK067,Vistara,BOM,CCU,BOM - CCU,2026-04-20 21:36:41.701,2026-04-21 01:02:41.701,2026-04-20,21,Late night (21-23),206,True,169.5,36,False,False,False,False,False,False,None
SJ149,SpiceJet,HYD,MAA,HYD - MAA,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,2026-04-20,21,Late night (21-23),120,False,141.0,-21,False,False,False,False,False,False,None
6F213,IndiGo,BLR,BOM,BLR - BOM,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,2026-04-20,21,Late night (21-23),207,True,140.5,66,False,False,False,False,False,False,None
UK200,Vistara,CCU,DEL,CCU - DEL,2026-04-20 20:54:41.703,2026-04-20 22:45:41.703,2026-04-20,20,Evening (17-20),111,False,139.5,-28,False,False,False,False,False,False,None
SJ214,SpiceJet,BOM,MAA,BOM - MAA,2026-04-20 20:54:41.703,2026-04-20 22:10:41.703,2026-04-20,20,Evening (17-20),76,False,180.0,-104,False,False,False,False,False,False,None
SJ047,SpiceJet,HYD,BOM,HYD - BOM,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,2026-04-20,20,Evening (17-20),37,False,150.0,-113,False,False,False,False,False,False,None
AI179,Air India,HYD,BOM,HYD - BOM,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,2026-04-20,20,Evening (17-20),278,True,150.0,128,False,False,False,False,False,False,None
SJ153,SpiceJet,DEL,CCU,DEL - CCU,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,2026-04-20,20,Evening (17-20),83,False,144.0,-61,False,False,False,False,False,False,None
6F236,IndiGo,BOM,DEL,BOM - DEL,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,2026-04-20,20,Evening (17-20),199,False,157.0,42,False,False,False,False,False,False,None
UK059,Vistara,HYD,MAA,HYD - MAA,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,2026-04-20,20,Evening (17-20),97,False,141.0,-44,False,False,False,False,False,False,None
SJ001,SpiceJet,BOM,MAA,BOM - MAA,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,2026-04-20,20,Evening (17-20),287,True,180.0,107,False,False,False,False,False,False,None
SJ049,SpiceJet,CCU,DEL,CCU - DEL,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,2026-04-20,20,Evening (17-20),240,True,139.5,100,False,False,False,False,False,False,None
6F086,IndiGo,MAA,HYD,MAA - HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,2026-04-20,20,Evening (17-20),37,False,164.0,-127,False,False,False,False,False,False,None
AI220,Air India,BOM,DEL,BOM - DEL,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,2026-04-20,20,Evening (17-20),98,False,157.0,-59,False,False,False,False,False,False,None
AI188,Air India,CCU,HYD,CCU - HYD,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,2026-04-20,20,Evening (17-20),166,False,150.0,16,False,False,False,False,False,False,None
6F114,IndiGo,BOM,MAA,BOM - MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,2026-04-20,20,Evening (17-20),50,False,180.0,-130,False,False,False,False,False,False,None
SJ179,SpiceJet,DEL,HYD,DEL - HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,2026-04-20,20,Evening (17-20),210,False,177.0,33,False,False,False,False,False,False,None
6F190,IndiGo,DEL,MAA,DEL - MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,2026-04-20,20,Evening (17-20),274,True,184.0,90,False,False,False,False,False,False,None
SJ003,SpiceJet,MAA,CCU,MAA - CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,2026-04-20,19,Evening (17-20),42,False,132.5,-90,False,False,False,False,False,False,None
6F028,IndiGo,HYD,CCU,HYD - CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,2026-04-20,19,Evening (17-20),120,False,177.0,-57,False,False,False,False,False,False,None
UK036,Vistara,CCU,BLR,CCU - BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,2026-04-20,19,Evening (17-20),264,True,167.0,97,False,False,False,False,False,False,None
SJ160,SpiceJet,MAA,BLR,MAA - BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,2026-04-20,19,Evening (17-20),45,False,177.0,-132,False,False,False,False,False,False,None
6F151,IndiGo,CCU,HYD,CCU - HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,2026-04-20,19,Evening (17-20),140,False,150.0,-10,False,False,False,False,False,False,None
UK140,Vistara,MAA,BLR,MAA - BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,2026-04-20,19,Evening (17-20),83,False,177.0,-94,False,False,False,False,False,False,None
AI115,Air India,MAA,BLR,MAA - BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,2026-04-20,19,Evening (17-20),289,True,177.0,112,False,False,False,False,False,False,None
AI132,Air India,BLR,BOM,BLR - BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,2026-04-20,19,Evening (17-20),129,False,140.5,-12,False,False,False,False,False,False,None
UK209,Vistara,MAA,BLR,MAA - BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,2026-04-20,19,Evening (17-20),165,False,177.0,-12,False,False,True,False,False,False,None
SJ043,SpiceJet,MAA,DEL,MAA - DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,2026-04-20,18,Evening (17-20),129,False,175.5,-46,False,False,True,False,False,False,None
UK176,Vistara,HYD,BLR,HYD - BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,2026-04-20,18,Evening (17-20),248,False,136.0,112,False,False,False,False,False,False,None
UK216,Vistara,MAA,HYD,MAA - HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,2026-04-20,18,Evening (17-20),194,False,164.0,30,False,False,False,False,False,False,None
UK150,Vistara,DEL,CCU,DEL - CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,2026-04-20,18,Evening (17-20),30,False,144.0,-114,False,False,False,False,False,False,None
UK145,Vistara,BOM,HYD,BOM - HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,2026-04-20,18,Evening (17-20),131,False,207.5,-76,False,False,False,False,False,False,None
6F270,IndiGo,HYD,MAA,HYD - MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,2026-04-20,18,Evening (17-20),48,False,141.0,-93,False,False,True,False,False,False,None
6F012,IndiGo,CCU,HYD,CCU - HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,2026-04-20,18,Evening (17-20),205,False,150.0,55,False,False,False,False,False,False,None
SJ236,SpiceJet,MAA,BOM,MAA - BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,2026-04-20,18,Evening (17-20),239,False,173.0,66,False,False,False,False,False,False,None
6F149,IndiGo,BLR,CCU,BLR - CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,2026-04-20,17,Evening (17-20),165,False,97.0,68,False,False,False,False,False,False,None
UK004,Vistara,BOM,CCU,BOM - CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,2026-04-20,17,Evening (17-20),34,False,169.5,-136,False,False,False,False,False,False,None
UK010,Vistara,MAA,HYD,MAA - HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,2026-04-20,17,Evening (17-20),167,False,164.0,3,False,False,False,False,False,False,None
UK215,Vistara,BOM,DEL,BOM - DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,2026-04-20,17,Evening (17-20),132,False,157.0,-25,False,False,False,False,False,False,None
SJ116,SpiceJet,HYD,CCU,HYD - CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,2026-04-20,17,Evening (17-20),89,False,177.0,-88,False,False,False,False,False,False,None
SJ023,SpiceJet,HYD,MAA,HYD - MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,2026-04-20,17,Evening (17-20),102,False,141.0,-39,False,False,False,False,False,False,None
UK152,Vistara,BOM,CCU,BOM - CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,2026-04-20,17,Evening (17-20),169,False,169.5,0,False,False,False,False,False,False,None
SJ202,SpiceJet,CCU,HYD,CCU - HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,2026-04-20,17,Evening (17-20),107,False,150.0,-43,False,False,False,False,False,False,None
6F043,IndiGo,BOM,HYD,BOM - HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,2026-04-20,17,Evening (17-20),86,False,207.5,-122,False,False,False,False,False,False,None
UK173,Vistara,MAA,BLR,MAA - BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,2026-04-20,17,Evening (17-20),256,False,177.0,79,False,False,False,False,False,False,None
SJ081,SpiceJet,BOM,BLR,BOM - BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,2026-04-20,17,Evening (17-20),109,False,170.0,-61,False,False,False,False,False,False,None
UK153,Vistara,CCU,HYD,CCU - HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,2026-04-20,16,Afternoon (12-16),241,False,150.0,91,False,False,False,False,False,False,None
UK187,Vistara,BLR,BOM,BLR - BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,2026-04-20,16,Afternoon (12-16),110,False,140.5,-30,False,False,False,False,False,False,None
UK055,Vistara,HYD,DEL,HYD - DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,2026-04-20,16,Afternoon (12-16),163,False,196.5,-34,False,False,False,False,False,False,None
UK181,Vistara,MAA,DEL,MAA - DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,2026-04-20,16,Afternoon (12-16),162,False,175.5,-14,False,False,False,False,False,False,None
UK074,Vistara,BOM,DEL,BOM - DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,2026-04-20,16,Afternoon (12-16),117,False,157.0,-40,False,False,False,False,False,False,None
SJ068,SpiceJet,BLR,BOM,BLR - BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,2026-04-20,16,Afternoon (12-16),124,False,140.5,-16,False,False,False,False,False,False,None
AI242,Air India,BLR,CCU,BLR - CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,2026-04-20,16,Afternoon (12-16),62,False,97.0,-35,False,False,True,False,False,False,None
SJ237,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,2026-04-20,16,Afternoon (12-16),148,False,169.5,-22,False,False,False,False,False,False,None
6F194,IndiGo,BOM,CCU,BOM - CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,2026-04-20,16,Afternoon (12-16),118,False,169.5,-52,False,False,False,False,False,False,None
UK063,Vistara,DEL,BOM,DEL - BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,2026-04-20,16,Afternoon (12-16),72,False,176.0,-104,False,False,False,False,False,False,None
UK068,Vistara,BLR,MAA,BLR - MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,2026-04-20,16,Afternoon (12-16),101,False,219.0,-118,False,False,False,False,False,False,None
UK224,Vistara,CCU,MAA,CCU - MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,2026-04-20,16,Afternoon (12-16),239,False,165.0,74,False,False,True,False,False,False,None
UK077,Vistara,HYD,BOM,HYD - BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,2026-04-20,16,Afternoon (12-16),98,False,150.0,-52,False,False,True,False,False,False,None
UK207,Vistara,MAA,CCU,MAA - CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,2026-04-20,16,Afternoon (12-16),75,False,132.5,-58,False,False,False,False,False,False,None
AI221,Air India,MAA,HYD,MAA - HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,2026-04-20,16,Afternoon (12-16),156,False,164.0,-8,False,False,False,False,False,False,None
UK109,Vistara,BLR,BOM,BLR - BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,2026-04-20,16,Afternoon (12-16),60,False,140.5,-80,False,False,False,False,False,False,None
UK089,Vistara,BOM,HYD,BOM - HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,2026-04-20,15,Afternoon (12-16),252,False,207.5,44,False,False,False,False,False,False,None
AI072,Air India,BLR,CCU,BLR - CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,2026-04-20,15,Afternoon (12-16),58,False,97.0,-39,False,False,False,False,False,False,None
UK131,Vistara,BOM,DEL,BOM - DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,2026-04-20,15,Afternoon (12-16),246,False,157.0,89,False,False,False,False,False,False,None
SJ150,SpiceJet,BOM,HYD,BOM - HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,2026-04-20,15,Afternoon (12-16),210,False,207.5,2,False,False,False,False,False,False,None
6F097,IndiGo,BLR,BOM,BLR - BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,2026-04-20,15,Afternoon (12-16),77,False,140.5,-64,False,False,False,False,False,False,None
6F123,IndiGo,DEL,HYD,DEL - HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,2026-04-20,15,Afternoon (12-16),106,False,177.0,-71,False,False,False,False,False,False,None
6F017,IndiGo,CCU,BOM,CCU - BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,2026-04-20,15,Afternoon (12-16),161,False,174.0,-13,False,False,False,False,False,False,None
6F245,IndiGo,CCU,BOM,CCU - BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,2026-04-20,15,Afternoon (12-16),161,False,174.0,-13,False,False,False,False,False,False,None
6F180,IndiGo,MAA,BLR,MAA - BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,2026-04-20,15,Afternoon (12-16),264,False,177.0,87,False,False,False,False,False,False,None
6F152,IndiGo,CCU,DEL,CCU - DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,2026-04-20,15,Afternoon (12-16),124,False,139.5,-16,False,False,False,False,False,False,None
SJ034,SpiceJet,MAA,BOM,MAA - BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,2026-04-20,15,Afternoon (12-16),291,False,173.0,118,False,False,False,False,False,False,None
SJ142,SpiceJet,CCU,BOM,CCU - BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,2026-04-20,15,Afternoon (12-16),102,False,174.0,-72,False,False,False,False,False,False,None
UK189,Vistara,BLR,MAA,BLR - MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,2026-04-20,15,Afternoon (12-16),224,False,219.0,5,False,False,False,False,False,False,None
SJ044,SpiceJet,DEL,CCU,DEL - CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,2026-04-20,15,Afternoon (12-16),157,False,144.0,13,False,False,False,False,False,False,None
SJ196,SpiceJet,DEL,HYD,DEL - HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,2026-04-20,14,Afternoon (12-16),166,False,177.0,-11,False,False,False,False,False,False,None
6F188,IndiGo,DEL,HYD,DEL - HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,2026-04-20,14,Afternoon (12-16),282,False,177.0,105,False,False,False,False,False,False,None
6F181,IndiGo,BOM,MAA,BOM - MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,2026-04-20,14,Afternoon (12-16),108,False,180.0,-72,False,False,False,False,False,False,None
6F077,IndiGo,CCU,DEL,CCU - DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,2026-04-20,14,Afternoon (12-16),258,False,139.5,118,False,False,False,False,False,False,None
SJ154,SpiceJet,BLR,HYD,BLR - HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,2026-04-20,14,Afternoon (12-16),99,False,167.0,-68,False,False,False,False,False,False,None
AI025,Air India,HYD,DEL,HYD - DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,2026-04-20,14,Afternoon (12-16),145,False,196.5,-52,False,False,False,False,False,False,None
AI094,Air India,DEL,BLR,DEL - BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,2026-04-20,14,Afternoon (12-16),60,False,191.0,-131,False,False,False,False,False,False,None
6F191,IndiGo,BLR,DEL,BLR - DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,2026-04-20,14,Afternoon (12-16),30,False,125.0,-95,False,False,False,False,False,False,None
SJ085,SpiceJet,BLR,MAA,BLR - MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,2026-04-20,14,Afternoon (12-16),270,False,219.0,51,False,False,False,False,False,False,None
6F261,IndiGo,CCU,DEL,CCU - DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,2026-04-20,14,Afternoon (12-16),178,False,139.5,38,False,False,True,False,False,False,None
6F129,IndiGo,DEL,CCU,DEL - CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,2026-04-20,14,Afternoon (12-16),139,False,144.0,-5,False,False,False,False,False,False,None
6F254,IndiGo,MAA,BLR,MAA - BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,2026-04-20,14,Afternoon (12-16),215,False,177.0,38,False,False,True,False,False,False,None
SJ185,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,2026-04-20,14,Afternoon (12-16),60,False,169.5,-110,False,False,False,False,False,False,None
6F030,IndiGo,BOM,DEL,BOM - DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,2026-04-20,14,Afternoon (12-16),170,False,157.0,13,False,False,False,False,False,False,None
SJ222,SpiceJet,BOM,DEL,BOM - DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,2026-04-20,14,Afternoon (12-16),174,False,157.0,17,False,False,False,False,False,False,None
6F259,IndiGo,BOM,DEL,BOM - DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,2026-04-20,14,Afternoon (12-16),71,False,157.0,-86,False,False,True,False,False,False,None
UK083,Vistara,DEL,HYD,DEL - HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,2026-04-20,14,Afternoon (12-16),49,False,177.0,-128,False,False,False,False,False,False,None
6F051,IndiGo,BLR,BOM,BLR - BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,2026-04-20,13,Afternoon (12-16),120,False,140.5,-20,False,False,False,False,False,False,None
SJ088,SpiceJet,CCU,MAA,CCU - MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,2026-04-20,13,Afternoon (12-16),32,False,165.0,-133,False,False,False,False,False,False,None
6F146,IndiGo,HYD,MAA,HYD - MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,2026-04-20,13,Afternoon (12-16),76,False,141.0,-65,False,False,False,False,False,False,None
6F047,IndiGo,MAA,DEL,MAA - DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,2026-04-20,13,Afternoon (12-16),125,False,175.5,-50,False,False,False,False,False,False,None
AI077,Air India,CCU,HYD,CCU - HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,2026-04-20,13,Afternoon (12-16),66,False,150.0,-84,False,False,False,False,False,False,None
UK134,Vistara,HYD,CCU,HYD - CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,2026-04-20,13,Afternoon (12-16),222,False,177.0,45,False,False,False,False,False,False,None
AI056,Air India,DEL,MAA,DEL - MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,2026-04-20,13,Afternoon (12-16),235,False,184.0,51,False,False,False,False,False,False,None
UK141,Vistara,HYD,MAA,HYD - MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,2026-04-20,13,Afternoon (12-16),141,False,141.0,0,False,False,True,False,False,False,None
AI030,Air India,CCU,HYD,CCU - HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,2026-04-20,13,Afternoon (12-16),199,False,150.0,49,False,False,False,False,False,False,None
AI029,Air India,MAA,DEL,MAA - DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,2026-04-20,13,Afternoon (12-16),264,False,175.5,88,False,False,False,False,False,False,None
SJ167,SpiceJet,MAA,CCU,MAA - CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,2026-04-20,13,Afternoon (12-16),54,False,132.5,-78,False,False,False,False,False,False,None
UK017,Vistara,BLR,HYD,BLR - HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,2026-04-20,13,Afternoon (12-16),95,False,167.0,-72,False,False,False,False,False,False,None
6F229,IndiGo,MAA,DEL,MAA - DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,2026-04-20,13,Afternoon (12-16),80,False,175.5,-96,False,False,False,False,False,False,None
SJ117,SpiceJet,MAA,BLR,MAA - BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,2026-04-20,13,Afternoon (12-16),236,False,177.0,59,False,False,False,False,False,False,None
6F184,IndiGo,MAA,BOM,MAA - BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,2026-04-20,13,Afternoon (12-16),179,False,173.0,6,False,False,False,False,False,False,None
